"","Plot ID","Plot Type","Focal Species.x","Plot Notes","Plot Location.x","OBJECTID.x","parent_global_id_PLOT","created_user.x","created_date.x","last_edited_user.x","last_edited_date.x","Position source type","Receiver Name","Latitude","Longitude","Altitude","Horizontal Accuracy (m)","Vertical Accuracy (m)","Fix Time","Fix Type","Correction Age","Station ID","Number of Satellites","PDOP","HDOP","VDOP","Direction of travel (°)","Speed (km/h)","Compass reading (°)","Average Horizontal Accuracy (m)","Average Vertical Accuracy (m)","Averaged Positions","Standard Deviation (m)","x","y","Survey Date","Recorders","Survey Notes","Plot Location.y","Focal Species.y","OBJECTID.y","parent_global_id","created_user.y","created_date.y","last_edited_user.y","last_edited_date.y","Foliar Sample Tree IDs","Top Canopy","Ground Cover","Notes","OBJECTID","GlobalID","created_user","created_date","last_edited_user","last_edited_date","Distance (m)","Manual Distance (m)","Transect Type"
"167","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,150,"8eef5231-d4b3-4923-ae10-51961eedd196","erikjdesilva16","5/16/2023 4:08:13 PM","erikjdesilva16","5/16/2023 4:08:13 PM",1.5,NA,"east"
"168","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"pg","hl",NA,151,"9c4bb212-e651-4beb-8c45-bebadf998de4","erikjdesilva16","5/16/2023 4:10:34 PM","erikjdesilva16","5/16/2023 4:10:34 PM",2,NA,"east"
"169","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","so",NA,202,"b36f384d-4c9d-4063-ab84-7387d1d7811d","erikjdesilva16","5/17/2023 2:55:34 AM","erikjdesilva16","5/17/2023 2:55:34 AM",2.5,NA,"east"
"170","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,203,"d62a6ba2-3d2c-4c70-86c6-04930f08f67d","erikjdesilva16","5/17/2023 2:55:51 AM","erikjdesilva16","5/17/2023 2:55:51 AM",3,NA,"east"
"171","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,204,"1636e732-6745-4577-bf5a-fb9d85f7ab0a","erikjdesilva16","5/17/2023 2:56:56 AM","erikjdesilva16","5/17/2023 2:56:56 AM",3.5,NA,"east"
"172","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,205,"0e769d72-6618-4fe2-8c8b-c278a5a7f26d","erikjdesilva16","5/17/2023 2:57:22 AM","erikjdesilva16","5/17/2023 2:57:22 AM",4,NA,"east"
"173","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,206,"b23d4a5e-b027-4067-8d14-33d179c1988f","erikjdesilva16","5/17/2023 2:57:43 AM","erikjdesilva16","5/17/2023 2:57:43 AM",4.5,NA,"east"
"174","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"pg","hl",NA,207,"6f935310-3af2-4ba0-aca6-32c42b81075c","erikjdesilva16","5/17/2023 2:58:05 AM","erikjdesilva16","5/17/2023 2:58:05 AM",5,NA,"east"
"175","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","so",NA,208,"31cf1a10-a410-410c-81bb-a5355a156137","erikjdesilva16","5/17/2023 2:58:23 AM","erikjdesilva16","5/17/2023 2:58:23 AM",5.5,NA,"east"
"176","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","so",NA,209,"9e3dc701-6921-45d5-ab6e-b492196c1d27","erikjdesilva16","5/17/2023 2:58:53 AM","erikjdesilva16","5/17/2023 2:58:53 AM",6,NA,"east"
"177","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","so",NA,210,"5cf2f794-db60-4c8d-bdd5-a9c860cafd45","erikjdesilva16","5/17/2023 2:59:12 AM","erikjdesilva16","5/17/2023 2:59:12 AM",6.5,NA,"east"
"178","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,211,"e364a593-4d20-42e3-a2d8-b321609ec086","erikjdesilva16","5/17/2023 2:59:28 AM","erikjdesilva16","5/17/2023 2:59:28 AM",7,NA,"east"
"179","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,212,"14c7b4a6-c0bc-4eb6-99f3-611f31b39275","erikjdesilva16","5/17/2023 2:59:42 AM","erikjdesilva16","5/17/2023 2:59:42 AM",7.5,NA,"east"
"180","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,213,"cb8f8924-45a5-4650-95f6-998f43aa2f5c","erikjdesilva16","5/17/2023 2:59:54 AM","erikjdesilva16","5/17/2023 2:59:54 AM",8,NA,"east"
"181","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","pg",NA,214,"ba2a321e-dc0c-42e1-9ba5-5b14c2ef630f","erikjdesilva16","5/17/2023 3:00:11 AM","erikjdesilva16","5/17/2023 3:00:11 AM",8.5,NA,"east"
"182","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,215,"66761ab9-2a43-421a-bf2d-ed03016151c2","erikjdesilva16","5/17/2023 3:00:29 AM","erikjdesilva16","5/17/2023 3:00:29 AM",9,NA,"east"
"183","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,216,"873788d2-ede2-422e-941c-68a09dd972ac","erikjdesilva16","5/17/2023 3:00:41 AM","erikjdesilva16","5/17/2023 3:00:41 AM",9.5,NA,"east"
"184","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","so",NA,217,"c05e73b1-1f25-46a7-8660-c51ab7bfe426","erikjdesilva16","5/17/2023 3:00:54 AM","erikjdesilva16","5/17/2023 3:00:54 AM",10,NA,"east"
"185","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,218,"20aa240c-6cc0-4dd5-86a3-2360398464b9","erikjdesilva16","5/17/2023 3:01:10 AM","erikjdesilva16","5/17/2023 3:01:10 AM",10.5,NA,"east"
"186","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","wl",NA,219,"7f51c6a1-ceeb-4015-bcd2-d1736b0b92a5","erikjdesilva16","5/17/2023 3:01:26 AM","erikjdesilva16","5/17/2023 3:01:26 AM",11,NA,"east"
"187","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"pg","hl",NA,220,"03e5415d-f96d-4f0a-a52f-9fe75bbbba43","erikjdesilva16","5/17/2023 3:01:42 AM","erikjdesilva16","5/17/2023 3:01:42 AM",11.5,NA,"east"
"188","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,221,"2798b812-10bb-4df1-89ae-bc85dc390531","erikjdesilva16","5/17/2023 3:01:57 AM","erikjdesilva16","5/17/2023 3:01:57 AM",12,NA,"east"
"189","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"pg","hl",NA,222,"24423f23-2bcd-4b3f-b9ca-b6cdda36118a","erikjdesilva16","5/17/2023 3:02:09 AM","erikjdesilva16","5/17/2023 3:02:09 AM",12.5,NA,"east"
"190","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","so",NA,223,"732d00d8-09a4-4e13-9792-69f8ef0219a0","erikjdesilva16","5/17/2023 3:02:21 AM","erikjdesilva16","5/17/2023 3:02:21 AM",0.5,NA,"north"
"191","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,224,"b321e80e-1850-423e-add4-9cd373673a61","erikjdesilva16","5/17/2023 3:02:32 AM","erikjdesilva16","5/17/2023 3:02:32 AM",1,NA,"north"
"192","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","hl",NA,225,"a77f091e-692b-431a-ae44-00aa39d4e94d","erikjdesilva16","5/17/2023 3:02:46 AM","erikjdesilva16","5/17/2023 3:02:46 AM",1.5,NA,"north"
"193","DN016","DISES","Quercus emoryi","base point at end of road",9,29,"88ce32e6-21b4-47d3-81c9-71e74e78456e","erikjdesilva16","5/16/2023 3:51:30 PM","erikjdesilva16","5/16/2023 3:51:30 PM",3,"Bad Elf Flex #152197",31.5511715866667,-110.553459651667,1573.2249992218,0.00989949493661167,0.018,"5/16/2023 3:49:54 PM",4,2,11,9,1.70000004768372,0.899999976158142,1.39999997615814,84.48,0.11111999999904,314.421382687318,NA,NA,NA,NA,-110.553459652042,31.5511715865715,"5/16/2023 3:53:10 PM","MH, LN, AG, MQ, MB, SG",NA,9,"Quercus emoryi",31,"b1ef1946-234e-44cf-a7d8-6a2052788c3f","erikjdesilva16","5/16/2023 4:01:43 PM","erikjdesilva16","5/16/2023 4:01:43 PM",NA,"np","so",NA,226,"44007d22-d803-4eb0-8485-9e3c984350ef","erikjdesilva16","5/17/2023 3:02:56 AM","erikjdesilva16","5/17/2023 3:02:56 AM",2,NA,"north"
